Date,SKU,Warehouse,OnHand,Receipts,Shipments,Demand
2025-06-14,S016,OTT-DC2,337,0,9,9
2025-06-15,S016,OTT-DC2,336,0,1,0
2025-06-16,S016,OTT-DC2,328,0,8,6
2025-06-17,S016,OTT-DC2,323,0,5,4
2025-06-18,S016,OTT-DC2,320,0,3,3
2025-06-19,S016,OTT-DC2,315,0,5,4
2025-06-20,S016,OTT-DC2,315,0,0,0
2025-06-21,S016,OTT-DC2,309,0,6,5
2025-06-22,S016,OTT-DC2,305,0,4,3
2025-06-23,S016,OTT-DC2,296,0,9,8
2025-06-24,S016,OTT-DC2,358,65,3,2
2025-06-25,S016,OTT-DC2,354,0,4,2
2025-06-26,S016,OTT-DC2,348,0,6,4
2025-06-27,S016,OTT-DC2,340,0,8,6
2025-06-28,S016,OTT-DC2,336,0,4,3
2025-06-29,S016,OTT-DC2,328,0,8,8
2025-05-01,S017,OTT-DC2,157,0,7,5
2025-05-02,S017,OTT-DC2,155,0,2,2
2025-05-03,S017,OTT-DC2,148,0,7,6
2025-05-04,S017,OTT-DC2,146,0,2,2
2025-05-05,S017,OTT-DC2,135,0,11,9
2025-05-06,S017,OTT-DC2,135,0,0,0
2025-05-07,S017,OTT-DC2,204,72,3,1
2025-05-08,S017,OTT-DC2,196,0,8,7
2025-05-09,S017,OTT-DC2,190,0,6,6
2025-05-10,S017,OTT-DC2,182,0,8,7
2025-05-11,S017,OTT-DC2,179,0,3,2
2025-05-12,S017,OTT-DC2,170,0,9,7
2025-05-13,S017,OTT-DC2,165,0,5,3
2025-05-14,S017,OTT-DC2,151,0,14,12
2025-05-15,S017,OTT-DC2,144,0,7,5
2025-05-16,S017,OTT-DC2,222,82,4,4
2025-05-17,S017,OTT-DC2,215,0,7,5
2025-05-18,S017,OTT-DC2,204,0,11,11
2025-05-19,S017,OTT-DC2,202,0,2,0
2025-05-20,S017,OTT-DC2,192,0,10,9
2025-05-21,S017,OTT-DC2,186,0,6,5
2025-05-22,S017,OTT-DC2,238,56,4,3
2025-05-23,S017,OTT-DC2,234,0,4,4
2025-05-24,S017,OTT-DC2,228,0,6,6
2025-05-25,S017,OTT-DC2,224,0,4,3
2025-05-26,S017,OTT-DC2,220,0,4,4
2025-05-27,S017,OTT-DC2,215,0,5,5
2025-05-28,S017,OTT-DC2,211,0,4,2
2025-05-29,S017,OTT-DC2,203,0,8,6
2025-05-30,S017,OTT-DC2,197,0,6,6
2025-05-31,S017,OTT-DC2,192,0,5,4
2025-06-01,S017,OTT-DC2,267,76,1,0
2025-06-02,S017,OTT-DC2,264,0,3,3
2025-06-03,S017,OTT-DC2,260,0,4,4
2025-06-04,S017,OTT-DC2,251,0,9,8
2025-06-05,S017,OTT-DC2,246,0,5,3
2025-06-06,S017,OTT-DC2,242,0,4,4
2025-06-07,S017,OTT-DC2,234,0,8,8
2025-06-08,S017,OTT-DC2,319,93,8,6
2025-06-09,S017,OTT-DC2,309,0,10,10
2025-06-10,S017,OTT-DC2,304,0,5,5
2025-06-11,S017,OTT-DC2,298,0,6,5
2025-06-12,S017,OTT-DC2,289,0,9,9
2025-06-13,S017,OTT-DC2,281,0,8,8
2025-06-14,S017,OTT-DC2,277,0,4,4
2025-06-15,S017,OTT-DC2,269,0,8,7
2025-06-16,S017,OTT-DC2,266,0,3,3
2025-06-17,S017,OTT-DC2,259,0,7,7
2025-06-18,S017,OTT-DC2,255,0,4,3
2025-06-19,S017,OTT-DC2,337,88,6,4
2025-06-20,S017,OTT-DC2,332,0,5,4
2025-06-21,S017,OTT-DC2,325,0,7,6
2025-06-22,S017,OTT-DC2,318,0,7,6
2025-06-23,S017,OTT-DC2,314,0,4,3
2025-06-24,S017,OTT-DC2,362,57,9,7
2025-06-25,S017,OTT-DC2,355,0,7,6
2025-06-26,S017,OTT-DC2,349,0,6,5
2025-06-27,S017,OTT-DC2,348,0,1,0
2025-06-28,S017,OTT-DC2,338,0,10,9
2025-06-29,S017,OTT-DC2,331,0,7,6
2025-05-01,S018,OTT-DC2,53,0,4,3
2025-05-02,S018,OTT-DC2,40,0,13,11
2025-05-03,S018,OTT-DC2,33,0,7,5
2025-05-04,S018,OTT-DC2,25,0,8,6
2025-05-05,S018,OTT-DC2,12,0,13,11
2025-05-06,S018,OTT-DC2,4,0,8,7
2025-05-07,S018,OTT-DC2,71,70,3,3
2025-05-08,S018,OTT-DC2,66,0,5,4
2025-05-09,S018,OTT-DC2,58,0,8,8
2025-05-10,S018,OTT-DC2,52,0,6,5
2025-05-11,S018,OTT-DC2,46,0,6,6
2025-05-12,S018,OTT-DC2,145,102,3,3
2025-05-13,S018,OTT-DC2,138,0,7,7
2025-05-14,S018,OTT-DC2,125,0,13,12
2025-05-15,S018,OTT-DC2,119,0,6,4
2025-05-16,S018,OTT-DC2,112,0,7,6
2025-05-17,S018,OTT-DC2,99,0,13,11
2025-05-18,S018,OTT-DC2,91,0,8,6
2025-05-19,S018,OTT-DC2,85,0,6,4
2025-05-20,S018,OTT-DC2,164,89,10,9
2025-05-21,S018,OTT-DC2,161,0,3,3
2025-05-22,S018,OTT-DC2,155,0,6,6
2025-05-23,S018,OTT-DC2,149,0,6,5
2025-05-24,S018,OTT-DC2,144,0,5,3
2025-05-25,S018,OTT-DC2,134,0,10,9
2025-05-26,S018,OTT-DC2,122,0,12,10
2025-05-27,S018,OTT-DC2,114,0,8,6
2025-05-28,S018,OTT-DC2,105,0,9,7
2025-05-29,S018,OTT-DC2,102,0,3,3
2025-05-30,S018,OTT-DC2,90,0,12,11
2025-05-31,S018,OTT-DC2,180,97,7,6
2025-06-01,S018,OTT-DC2,172,0,8,6
2025-06-02,S018,OTT-DC2,165,0,7,7
2025-06-03,S018,OTT-DC2,162,0,3,1
2025-06-04,S018,OTT-DC2,154,0,8,6
2025-06-05,S018,OTT-DC2,150,0,4,4
2025-06-06,S018,OTT-DC2,139,0,11,9
2025-06-07,S018,OTT-DC2,137,0,2,1
2025-06-08,S018,OTT-DC2,127,0,10,8
2025-06-09,S018,OTT-DC2,126,0,1,0
2025-06-10,S018,OTT-DC2,207,91,10,8
2025-06-11,S018,OTT-DC2,205,0,2,1
2025-06-12,S018,OTT-DC2,202,0,3,2
2025-06-13,S018,OTT-DC2,199,0,3,2
2025-06-14,S018,OTT-DC2,192,0,7,6
2025-06-15,S018,OTT-DC2,185,0,7,6
2025-06-16,S018,OTT-DC2,177,0,8,6
2025-06-17,S018,OTT-DC2,170,0,7,7
2025-06-18,S018,OTT-DC2,166,0,4,4
2025-06-19,S018,OTT-DC2,160,0,6,6
2025-06-20,S018,OTT-DC2,242,83,1,0
2025-06-21,S018,OTT-DC2,239,0,3,2
2025-06-22,S018,OTT-DC2,233,0,6,5
2025-06-23,S018,OTT-DC2,223,0,10,8
2025-06-24,S018,OTT-DC2,221,0,2,1
2025-06-25,S018,OTT-DC2,278,64,7,7
2025-06-26,S018,OTT-DC2,270,0,8,8
2025-06-27,S018,OTT-DC2,262,0,8,8
2025-06-28,S018,OTT-DC2,253,0,9,8
2025-06-29,S018,OTT-DC2,246,0,7,5
2025-05-01,S019,OTT-DC2,121,0,6,6
2025-05-02,S019,OTT-DC2,116,0,5,4
2025-05-03,S019,OTT-DC2,108,0,8,7
2025-05-04,S019,OTT-DC2,101,0,7,7
2025-05-05,S019,OTT-DC2,89,0,12,11
2025-05-06,S019,OTT-DC2,88,0,1,0
2025-05-07,S019,OTT-DC2,78,0,10,8
2025-05-08,S019,OTT-DC2,73,0,5,5
2025-05-09,S019,OTT-DC2,73,0,0,0
2025-05-10,S019,OTT-DC2,71,0,2,1
2025-05-11,S019,OTT-DC2,149,82,4,4
2025-05-12,S019,OTT-DC2,141,0,8,8
2025-05-13,S019,OTT-DC2,140,0,1,1
2025-05-14,S019,OTT-DC2,134,0,6,6
2025-05-15,S019,OTT-DC2,128,0,6,5
2025-05-16,S019,OTT-DC2,120,0,8,6
2025-05-17,S019,OTT-DC2,226,109,3,3
2025-05-18,S019,OTT-DC2,222,0,4,2
2025-05-19,S019,OTT-DC2,217,0,5,5
2025-05-20,S019,OTT-DC2,215,0,2,0
2025-05-21,S019,OTT-DC2,209,0,6,4
2025-05-22,S019,OTT-DC2,203,0,6,5
2025-05-23,S019,OTT-DC2,286,90,7,6
2025-05-24,S019,OTT-DC2,281,0,5,4
2025-05-25,S019,OTT-DC2,275,0,6,6
2025-05-26,S019,OTT-DC2,272,0,3,2
2025-05-27,S019,OTT-DC2,265,0,7,6
2025-05-28,S019,OTT-DC2,260,0,5,5
2025-05-29,S019,OTT-DC2,255,0,5,3
2025-05-30,S019,OTT-DC2,296,49,8,8
2025-05-31,S019,OTT-DC2,285,0,11,11
2025-06-01,S019,OTT-DC2,281,0,4,3
2025-06-02,S019,OTT-DC2,275,0,6,6
2025-06-03,S019,OTT-DC2,269,0,6,4
2025-06-04,S019,OTT-DC2,350,92,11,10
2025-06-05,S019,OTT-DC2,340,0,10,8
2025-06-06,S019,OTT-DC2,337,0,3,2
2025-06-07,S019,OTT-DC2,333,0,4,3
2025-06-08,S019,OTT-DC2,325,0,8,6
2025-06-09,S019,OTT-DC2,323,0,2,2
2025-06-10,S019,OTT-DC2,318,0,5,3
2025-06-11,S019,OTT-DC2,311,0,7,5
2025-06-12,S019,OTT-DC2,298,0,13,11
2025-06-13,S019,OTT-DC2,294,0,4,3
2025-06-14,S019,OTT-DC2,292,0,2,2
2025-06-15,S019,OTT-DC2,342,57,7,5
2025-06-16,S019,OTT-DC2,339,0,3,3
2025-06-17,S019,OTT-DC2,323,0,16,14
2025-06-18,S019,OTT-DC2,315,0,8,7
2025-06-19,S019,OTT-DC2,310,0,5,4
2025-06-20,S019,OTT-DC2,308,0,2,1
2025-06-21,S019,OTT-DC2,367,68,9,8
2025-06-22,S019,OTT-DC2,361,0,6,6
2025-06-23,S019,OTT-DC2,355,0,6,6
2025-06-24,S019,OTT-DC2,349,0,6,5
2025-06-25,S019,OTT-DC2,343,0,6,5
2025-06-26,S019,OTT-DC2,335,0,8,8
2025-06-27,S019,OTT-DC2,328,0,7,7
2025-06-28,S019,OTT-DC2,324,0,4,2
2025-06-29,S019,OTT-DC2,367,49,6,6
2025-05-01,S020,OTT-DC2,125,0,3,2
2025-05-02,S020,OTT-DC2,119,0,6,5
2025-05-03,S020,OTT-DC2,106,0,13,12
2025-05-04,S020,OTT-DC2,98,0,8,7
2025-05-05,S020,OTT-DC2,175,84,7,6
2025-05-06,S020,OTT-DC2,170,0,5,4
2025-05-07,S020,OTT-DC2,167,0,3,1
2025-05-08,S020,OTT-DC2,159,0,8,8
2025-05-09,S020,OTT-DC2,151,0,8,6
2025-05-10,S020,OTT-DC2,141,0,10,8
2025-05-11,S020,OTT-DC2,198,64,7,7
2025-05-12,S020,OTT-DC2,196,0,2,1
2025-05-13,S020,OTT-DC2,190,0,6,5
2025-05-14,S020,OTT-DC2,178,0,12,11
2025-05-15,S020,OTT-DC2,171,0,7,7
2025-05-16,S020,OTT-DC2,168,0,3,1
2025-05-17,S020,OTT-DC2,236,74,6,5
2025-05-18,S020,OTT-DC2,231,0,5,5
2025-05-19,S020,OTT-DC2,222,0,9,8
2025-05-20,S020,OTT-DC2,211,0,11,10
2025-05-21,S020,OTT-DC2,207,0,4,2
2025-05-22,S020,OTT-DC2,202,0,5,5
2025-05-23,S020,OTT-DC2,196,0,6,5
2025-05-24,S020,OTT-DC2,190,0,6,6
2025-05-25,S020,OTT-DC2,296,115,9,7
2025-05-26,S020,OTT-DC2,285,0,11,11
2025-05-27,S020,OTT-DC2,278,0,7,6
2025-05-28,S020,OTT-DC2,270,0,8,7
2025-05-29,S020,OTT-DC2,266,0,4,4
2025-05-30,S020,OTT-DC2,259,0,7,7
2025-05-31,S020,OTT-DC2,253,0,6,5
2025-06-01,S020,OTT-DC2,243,0,10,8
2025-06-02,S020,OTT-DC2,238,0,5,5
2025-06-03,S020,OTT-DC2,225,0,13,11
2025-06-04,S020,OTT-DC2,219,0,6,5
2025-06-05,S020,OTT-DC2,286,71,4,2
2025-06-06,S020,OTT-DC2,282,0,4,3
2025-06-07,S020,OTT-DC2,273,0,9,7
2025-06-08,S020,OTT-DC2,259,0,14,12
2025-06-09,S020,OTT-DC2,248,0,11,9
2025-06-10,S020,OTT-DC2,244,0,4,4
2025-06-11,S020,OTT-DC2,239,0,5,5
2025-06-12,S020,OTT-DC2,233,0,6,6
2025-06-13,S020,OTT-DC2,298,69,4,4
2025-06-14,S020,OTT-DC2,287,0,11,9
2025-06-15,S020,OTT-DC2,283,0,4,2
2025-06-16,S020,OTT-DC2,278,0,5,5
2025-06-17,S020,OTT-DC2,271,0,7,6
2025-06-18,S020,OTT-DC2,263,0,8,6
2025-06-19,S020,OTT-DC2,255,0,8,6
2025-06-20,S020,OTT-DC2,247,0,8,7
2025-06-21,S020,OTT-DC2,316,73,4,2
2025-06-22,S020,OTT-DC2,305,0,11,10
2025-06-23,S020,OTT-DC2,297,0,8,7
2025-06-24,S020,OTT-DC2,288,0,9,8
2025-06-25,S020,OTT-DC2,278,0,10,9
2025-06-26,S020,OTT-DC2,268,0,10,9
2025-06-27,S020,OTT-DC2,259,0,9,7
2025-06-28,S020,OTT-DC2,245,0,14,13
2025-06-29,S020,OTT-DC2,231,0,14,12
2025-05-01,S021,OTT-DC2,44,0,12,10
2025-05-02,S021,OTT-DC2,34,0,10,8
2025-05-03,S021,OTT-DC2,23,0,11,10
2025-05-04,S021,OTT-DC2,16,0,7,5
2025-05-05,S021,OTT-DC2,16,0,0,0
2025-05-06,S021,OTT-DC2,7,0,9,8
2025-05-07,S021,OTT-DC2,76,74,5,5
2025-05-08,S021,OTT-DC2,64,0,12,11
2025-05-09,S021,OTT-DC2,62,0,2,1
2025-05-10,S021,OTT-DC2,52,0,10,8
2025-05-11,S021,OTT-DC2,48,0,4,4
2025-05-12,S021,OTT-DC2,40,0,8,6
2025-05-13,S021,OTT-DC2,39,0,1,1
2025-05-14,S021,OTT-DC2,115,82,6,6
2025-05-15,S021,OTT-DC2,110,0,5,3
2025-05-16,S021,OTT-DC2,104,0,6,4
2025-05-17,S021,OTT-DC2,96,0,8,8
2025-05-18,S021,OTT-DC2,85,0,11,10
2025-05-19,S021,OTT-DC2,81,0,4,3
2025-05-20,S021,OTT-DC2,76,0,5,4
2025-05-21,S021,OTT-DC2,196,128,8,7
2025-05-22,S021,OTT-DC2,183,0,13,11
2025-05-23,S021,OTT-DC2,176,0,7,6
2025-05-24,S021,OTT-DC2,166,0,10,10
2025-05-25,S021,OTT-DC2,157,0,9,8
2025-05-26,S021,OTT-DC2,149,0,8,7
2025-05-27,S021,OTT-DC2,136,0,13,11
2025-05-28,S021,OTT-DC2,122,0,14,12
2025-05-29,S021,OTT-DC2,114,0,8,7
2025-05-30,S021,OTT-DC2,111,0,3,3
2025-05-31,S021,OTT-DC2,173,69,7,5
2025-06-01,S021,OTT-DC2,170,0,3,2
2025-06-02,S021,OTT-DC2,162,0,8,8
2025-06-03,S021,OTT-DC2,157,0,5,4
2025-06-04,S021,OTT-DC2,150,0,7,5
2025-06-05,S021,OTT-DC2,205,62,7,6
2025-06-06,S021,OTT-DC2,199,0,6,5
2025-06-07,S021,OTT-DC2,194,0,5,5
2025-06-08,S021,OTT-DC2,185,0,9,7
2025-06-09,S021,OTT-DC2,180,0,5,5
2025-06-10,S021,OTT-DC2,170,0,10,8
2025-06-11,S021,OTT-DC2,165,0,5,3
2025-06-12,S021,OTT-DC2,242,84,7,5
2025-06-13,S021,OTT-DC2,230,0,12,10
2025-06-14,S021,OTT-DC2,225,0,5,5
2025-06-15,S021,OTT-DC2,221,0,4,4
2025-06-16,S021,OTT-DC2,217,0,4,2
2025-06-17,S021,OTT-DC2,212,0,5,5
2025-06-18,S021,OTT-DC2,295,87,4,3
2025-06-19,S021,OTT-DC2,291,0,4,4
2025-06-20,S021,OTT-DC2,286,0,5,4
2025-06-21,S021,OTT-DC2,286,0,0,0
2025-06-22,S021,OTT-DC2,282,0,4,2
2025-06-23,S021,OTT-DC2,271,0,11,10
2025-06-24,S021,OTT-DC2,265,0,6,4
2025-06-25,S021,OTT-DC2,259,0,6,6
2025-06-26,S021,OTT-DC2,248,0,11,9
2025-06-27,S021,OTT-DC2,239,0,9,8
2025-06-28,S021,OTT-DC2,234,0,5,5
2025-06-29,S021,OTT-DC2,311,80,3,3
2025-05-01,S022,OTT-DC2,81,0,4,2
2025-05-02,S022,OTT-DC2,74,0,7,6
2025-05-03,S022,OTT-DC2,69,0,5,3
2025-05-04,S022,OTT-DC2,67,0,2,0
2025-05-05,S022,OTT-DC2,61,0,6,4
2025-05-06,S022,OTT-DC2,52,0,9,8
2025-05-07,S022,OTT-DC2,105,59,6,5
2025-05-08,S022,OTT-DC2,92,0,13,12
2025-05-09,S022,OTT-DC2,84,0,8,6
2025-05-10,S022,OTT-DC2,81,0,3,3
2025-05-11,S022,OTT-DC2,78,0,3,2
2025-05-12,S022,OTT-DC2,72,0,6,5
2025-05-13,S022,OTT-DC2,60,0,12,12
2025-05-14,S022,OTT-DC2,55,0,5,3
2025-05-15,S022,OTT-DC2,51,0,4,3
2025-05-16,S022,OTT-DC2,43,0,8,8
2025-05-17,S022,OTT-DC2,38,0,5,4
2025-05-18,S022,OTT-DC2,158,123,3,2
2025-05-19,S022,OTT-DC2,152,0,6,6
2025-05-20,S022,OTT-DC2,140,0,12,11
2025-05-21,S022,OTT-DC2,134,0,6,5
2025-05-22,S022,OTT-DC2,130,0,4,4
2025-05-23,S022,OTT-DC2,123,0,7,5
2025-05-24,S022,OTT-DC2,121,0,2,1
2025-05-25,S022,OTT-DC2,160,40,1,0
2025-05-26,S022,OTT-DC2,157,0,3,3
2025-05-27,S022,OTT-DC2,146,0,11,11
2025-05-28,S022,OTT-DC2,143,0,3,1
2025-05-29,S022,OTT-DC2,132,0,11,9
2025-05-30,S022,OTT-DC2,127,0,5,3
2025-05-31,S022,OTT-DC2,122,0,5,5
2025-06-01,S022,OTT-DC2,197,82,7,5
2025-06-02,S022,OTT-DC2,195,0,2,0
2025-06-03,S022,OTT-DC2,187,0,8,8
2025-06-04,S022,OTT-DC2,182,0,5,5
2025-06-05,S022,OTT-DC2,178,0,4,3
2025-06-06,S022,OTT-DC2,174,0,4,4
2025-06-07,S022,OTT-DC2,269,98,3,2
2025-06-08,S022,OTT-DC2,261,0,8,6
2025-06-09,S022,OTT-DC2,255,0,6,4
2025-06-10,S022,OTT-DC2,250,0,5,5
2025-06-11,S022,OTT-DC2,243,0,7,6
2025-06-12,S022,OTT-DC2,320,86,9,7
2025-06-13,S022,OTT-DC2,309,0,11,9
2025-06-14,S022,OTT-DC2,302,0,7,5
2025-06-15,S022,OTT-DC2,290,0,12,10
2025-06-16,S022,OTT-DC2,285,0,5,4
2025-06-17,S022,OTT-DC2,280,0,5,4
2025-06-18,S022,OTT-DC2,274,0,6,6
2025-06-19,S022,OTT-DC2,264,0,10,9
2025-06-20,S022,OTT-DC2,256,0,8,8
2025-06-21,S022,OTT-DC2,313,70,13,13
2025-06-22,S022,OTT-DC2,310,0,3,1
2025-06-23,S022,OTT-DC2,304,0,6,5
2025-06-24,S022,OTT-DC2,297,0,7,6
2025-06-25,S022,OTT-DC2,292,0,5,4
2025-06-26,S022,OTT-DC2,288,0,4,3
2025-06-27,S022,OTT-DC2,281,0,7,5
2025-06-28,S022,OTT-DC2,341,69,9,7
2025-06-29,S022,OTT-DC2,338,0,3,1
2025-05-01,S023,OTT-DC2,114,0,11,10
2025-05-02,S023,OTT-DC2,110,0,4,3
2025-05-03,S023,OTT-DC2,102,0,8,6
2025-05-04,S023,OTT-DC2,99,0,3,2
2025-05-05,S023,OTT-DC2,93,0,6,4
2025-05-06,S023,OTT-DC2,85,0,8,8
2025-05-07,S023,OTT-DC2,81,0,4,3
2025-05-08,S023,OTT-DC2,72,0,9,8
2025-05-09,S023,OTT-DC2,66,0,6,4
2025-05-10,S023,OTT-DC2,147,89,8,7
2025-05-11,S023,OTT-DC2,141,0,6,4
2025-05-12,S023,OTT-DC2,137,0,4,2
2025-05-13,S023,OTT-DC2,134,0,3,1
2025-05-14,S023,OTT-DC2,125,0,9,8
2025-05-15,S023,OTT-DC2,123,0,2,1
2025-05-16,S023,OTT-DC2,114,0,9,8
2025-05-17,S023,OTT-DC2,233,121,2,0
2025-05-18,S023,OTT-DC2,231,0,2,0
2025-05-19,S023,OTT-DC2,224,0,7,7
2025-05-20,S023,OTT-DC2,216,0,8,8
2025-05-21,S023,OTT-DC2,211,0,5,3
2025-05-22,S023,OTT-DC2,207,0,4,4
2025-05-23,S023,OTT-DC2,199,0,8,6
2025-05-24,S023,OTT-DC2,193,0,6,5
2025-05-25,S023,OTT-DC2,191,0,2,2
2025-05-26,S023,OTT-DC2,224,39,6,6
2025-05-27,S023,OTT-DC2,218,0,6,5
2025-05-28,S023,OTT-DC2,209,0,9,8
2025-05-29,S023,OTT-DC2,202,0,7,6
2025-05-30,S023,OTT-DC2,195,0,7,5
2025-05-31,S023,OTT-DC2,185,0,10,9
2025-06-01,S023,OTT-DC2,176,0,9,7
2025-06-02,S023,OTT-DC2,167,0,9,7
2025-06-03,S023,OTT-DC2,159,0,8,8
2025-06-04,S023,OTT-DC2,155,0,4,4
2025-06-05,S023,OTT-DC2,210,60,5,5
2025-06-06,S023,OTT-DC2,208,0,2,0
2025-06-07,S023,OTT-DC2,197,0,11,11
2025-06-08,S023,OTT-DC2,193,0,4,4
2025-06-09,S023,OTT-DC2,184,0,9,7
2025-06-10,S023,OTT-DC2,179,0,5,5
2025-06-11,S023,OTT-DC2,173,0,6,6
2025-06-12,S023,OTT-DC2,248,86,11,11
2025-06-13,S023,OTT-DC2,244,0,4,3
2025-06-14,S023,OTT-DC2,239,0,5,3
2025-06-15,S023,OTT-DC2,229,0,10,10
2025-06-16,S023,OTT-DC2,222,0,7,6
2025-06-17,S023,OTT-DC2,212,0,10,10
2025-06-18,S023,OTT-DC2,207,0,5,3
2025-06-19,S023,OTT-DC2,198,0,9,7
2025-06-20,S023,OTT-DC2,193,0,5,3
2025-06-21,S023,OTT-DC2,305,115,3,3
2025-06-22,S023,OTT-DC2,299,0,6,6
2025-06-23,S023,OTT-DC2,294,0,5,4
2025-06-24,S023,OTT-DC2,287,0,7,6
2025-06-25,S023,OTT-DC2,281,0,6,5
2025-06-26,S023,OTT-DC2,273,0,8,7
2025-06-27,S023,OTT-DC2,267,0,6,5
2025-06-28,S023,OTT-DC2,262,0,5,5
2025-06-29,S023,OTT-DC2,257,0,5,4
2025-05-01,S024,OTT-DC2,57,0,2,0
2025-05-02,S024,OTT-DC2,50,0,7,6
2025-05-03,S024,OTT-DC2,43,0,7,7
2025-05-04,S024,OTT-DC2,40,0,3,3
2025-05-05,S024,OTT-DC2,36,0,4,3
2025-05-06,S024,OTT-DC2,30,0,6,5
2025-05-07,S024,OTT-DC2,20,0,10,8
2025-05-08,S024,OTT-DC2,11,0,9,7
2025-05-09,S024,OTT-DC2,9,0,2,0
2025-05-10,S024,OTT-DC2,75,75,9,9
2025-05-11,S024,OTT-DC2,71,0,4,4
2025-05-12,S024,OTT-DC2,67,0,4,2
2025-05-13,S024,OTT-DC2,56,0,11,9
2025-05-14,S024,OTT-DC2,50,0,6,4
2025-05-15,S024,OTT-DC2,48,0,2,0
2025-05-16,S024,OTT-DC2,39,0,9,9
2025-05-17,S024,OTT-DC2,32,0,7,7
2025-05-18,S024,OTT-DC2,107,79,4,4
2025-05-19,S024,OTT-DC2,107,0,0,0
2025-05-20,S024,OTT-DC2,100,0,7,7
2025-05-21,S024,OTT-DC2,93,0,7,7
2025-05-22,S024,OTT-DC2,90,0,3,1
2025-05-23,S024,OTT-DC2,83,0,7,6
2025-05-24,S024,OTT-DC2,78,0,5,5
2025-05-25,S024,OTT-DC2,76,4,6,5
2025-05-26,S024,OTT-DC2,68,0,8,6
2025-05-27,S024,OTT-DC2,66,0,2,1
2025-05-28,S024,OTT-DC2,60,0,6,4
2025-05-29,S024,OTT-DC2,56,0,4,4
2025-05-30,S024,OTT-DC2,48,0,8,7
2025-05-31,S024,OTT-DC2,44,0,4,3
2025-06-01,S024,OTT-DC2,34,0,10,9
2025-06-02,S024,OTT-DC2,27,0,7,5
2025-06-03,S024,OTT-DC2,18,0,9,8
2025-06-04,S024,OTT-DC2,13,0,5,3
2025-06-05,S024,OTT-DC2,46,41,8,6
2025-06-06,S024,OTT-DC2,43,0,3,3
2025-06-07,S024,OTT-DC2,35,0,8,7
2025-06-08,S024,OTT-DC2,26,0,9,7
2025-06-09,S024,OTT-DC2,19,0,7,5
2025-06-10,S024,OTT-DC2,17,0,2,2
2025-06-11,S024,OTT-DC2,17,0,0,0
2025-06-12,S024,OTT-DC2,16,0,1,1
2025-06-13,S024,OTT-DC2,7,0,9,7
2025-06-14,S024,OTT-DC2,3,0,4,4
2025-06-15,S024,OTT-DC2,0,0,3,2
2025-06-16,S024,OTT-DC2,118,118,0,6
2025-06-17,S024,OTT-DC2,112,0,6,6
2025-06-18,S024,OTT-DC2,110,0,2,1
2025-06-19,S024,OTT-DC2,104,0,6,6
2025-06-20,S024,OTT-DC2,98,0,6,4
2025-06-21,S024,OTT-DC2,91,0,7,6
2025-06-22,S024,OTT-DC2,189,108,10,10
2025-06-23,S024,OTT-DC2,180,0,9,9
2025-06-24,S024,OTT-DC2,175,0,5,4
2025-06-25,S024,OTT-DC2,170,0,5,5
2025-06-26,S024,OTT-DC2,162,0,8,7
2025-06-27,S024,OTT-DC2,154,0,8,6
2025-06-28,S024,OTT-DC2,145,0,9,8
2025-06-29,S024,OTT-DC2,137,0,8,8
2025-05-01,S025,OTT-DC2,156,0,9,8
2025-05-02,S025,OTT-DC2,146,0,10,8
2025-05-03,S025,OTT-DC2,141,0,5,3
2025-05-04,S025,OTT-DC2,135,0,6,6
2025-05-05,S025,OTT-DC2,133,0,2,2
2025-05-06,S025,OTT-DC2,130,0,3,2
2025-05-07,S025,OTT-DC2,186,61,5,4
2025-05-08,S025,OTT-DC2,179,0,7,6
2025-05-09,S025,OTT-DC2,175,0,4,3
2025-05-10,S025,OTT-DC2,171,0,4,3
2025-05-11,S025,OTT-DC2,158,0,13,12
2025-05-12,S025,OTT-DC2,155,0,3,2
2025-05-13,S025,OTT-DC2,150,0,5,3
2025-05-14,S025,OTT-DC2,146,0,4,4
2025-05-15,S025,OTT-DC2,143,0,3,1
2025-05-16,S025,OTT-DC2,139,0,4,4
2025-05-17,S025,OTT-DC2,217,86,8,7
2025-05-18,S025,OTT-DC2,216,0,1,0
2025-05-19,S025,OTT-DC2,211,0,5,3
2025-05-20,S025,OTT-DC2,197,0,14,12
2025-05-21,S025,OTT-DC2,186,0,11,11
2025-05-22,S025,OTT-DC2,181,0,5,3
2025-05-23,S025,OTT-DC2,238,60,3,3
2025-05-24,S025,OTT-DC2,233,0,5,5
2025-05-25,S025,OTT-DC2,228,0,5,5
2025-05-26,S025,OTT-DC2,227,0,1,1
2025-05-27,S025,OTT-DC2,219,0,8,6
2025-05-28,S025,OTT-DC2,214,0,5,5
2025-05-29,S025,OTT-DC2,210,0,4,4
2025-05-30,S025,OTT-DC2,287,85,8,6
2025-05-31,S025,OTT-DC2,278,0,9,7
2025-06-01,S025,OTT-DC2,268,0,10,8
2025-06-02,S025,OTT-DC2,261,0,7,5
2025-06-03,S025,OTT-DC2,258,0,3,3
2025-06-04,S025,OTT-DC2,252,0,6,5
2025-06-05,S025,OTT-DC2,245,0,7,5
2025-06-06,S025,OTT-DC2,242,0,3,2
2025-06-07,S025,OTT-DC2,325,87,4,4
2025-06-08,S025,OTT-DC2,314,0,11,9
2025-06-09,S025,OTT-DC2,302,0,12,10
2025-06-10,S025,OTT-DC2,298,0,4,2
