DeliveryID,RouteID,DriverID,StopSequence,PlannedDateTime,ActualDateTime,Status,LateFlag,DelayReason,DistanceKm,CustomerLat,CustomerLon
L00406,R20250603-09,D004,2,2025-06-03T09:32:00,2025-06-03T09:50:00,Delivered,1,Traffic,1.71,43.643375,-79.317026
L00407,R20250603-09,D004,3,2025-06-03T09:47:00,2025-06-03T09:54:00,Delivered,1,Parking,2.79,43.560359,-79.437518
L00408,R20250603-09,D004,4,2025-06-03T09:51:00,2025-06-03T09:52:00,Delivered,1,Weather,6.48,43.618972,-79.437847
L00409,R20250603-09,D004,5,2025-06-03T10:01:00,2025-06-03T10:04:00,Delivered,1,Parking,5.94,43.72651,-79.448543
L00410,R20250603-09,D004,6,2025-06-03T10:06:00,2025-06-03T10:17:00,Delivered,1,Parking,3.4,43.653466,-79.291983
L00411,R20250603-09,D004,7,2025-06-03T10:16:00,2025-06-03T10:22:00,Delivered,1,Parking,3.11,43.686415,-79.430015
L00412,R20250603-09,D004,8,2025-06-03T10:19:00,2025-06-03T10:24:00,Delivered,1,Weather,1.78,43.725553,-79.395714
L00413,R20250603-09,D004,9,2025-06-03T10:30:00,2025-06-03T10:29:00,Delivered,0,None,7.81,43.600331,-79.535025
L00414,R20250603-09,D004,10,2025-06-03T10:35:00,2025-06-03T10:33:00,Delivered,0,None,2.45,43.666608,-79.459243
L00415,R20250603-10,D003,1,2025-06-03T09:49:00,2025-06-03T10:10:00,Delivered,1,Weather,0.93,43.632072,-79.373696
L00416,R20250603-10,D003,2,2025-06-03T09:50:00,2025-06-03T09:55:00,Delivered,1,Parking,4.74,43.724999,-79.42035
L00417,R20250603-10,D003,3,2025-06-03T10:00:00,2025-06-03T10:04:00,Delivered,1,Traffic,6.32,43.678633,-79.525073
L00418,R20250603-10,D003,4,2025-06-03T10:08:00,2025-06-03T10:17:00,Delivered,1,BulkOrder,2.26,43.578923,-79.371906
L00419,R20250603-10,D003,5,2025-06-03T10:16:00,2025-06-03T10:08:00,Delivered,0,None,0.3,43.589225,-79.465763
L00420,R20250603-10,D003,6,2025-06-03T10:21:00,2025-06-03T10:27:00,Delivered,1,BulkOrder,5.22,43.677964,-79.37155
L00421,R20250603-10,D003,7,2025-06-03T10:33:00,2025-06-03T10:45:00,Delivered,1,Parking,5.0,43.712507,-79.366331
L00422,R20250603-10,D003,8,2025-06-03T10:40:00,2025-06-03T10:40:00,Failed,0,Weather,4.04,43.647532,-79.38725
L00423,R20250603-10,D003,9,2025-06-03T10:46:00,2025-06-03T10:47:00,Delivered,1,Parking,3.62,43.658947,-79.370246
L00424,R20250603-10,D003,10,2025-06-03T11:00:00,2025-06-03T11:08:00,Delivered,1,Traffic,5.82,43.566469,-79.368828
L00425,R20250603-10,D003,11,2025-06-03T11:03:00,2025-06-03T11:28:00,Delivered,1,Weather,6.81,43.589978,-79.476769
L00426,R20250603-10,D003,12,2025-06-03T11:13:00,2025-06-03T11:08:00,Delivered,0,None,3.45,43.633061,-79.458754
L00427,R20250603-10,D003,13,2025-06-03T11:26:00,2025-06-03T11:31:00,Delivered,1,BulkOrder,1.96,43.685579,-79.449722
L00428,R20250603-10,D003,14,2025-06-03T11:28:00,2025-06-03T11:36:00,Delivered,1,BulkOrder,2.65,43.644861,-79.323219
L00429,R20250604-01,D002,1,2025-06-04T09:10:00,2025-06-04T09:03:00,Delivered,0,None,5.44,43.593321,-79.332099
L00430,R20250604-01,D002,2,2025-06-04T09:22:00,2025-06-04T09:28:00,Delivered,1,BulkOrder,0.59,43.626524,-79.31207
L00431,R20250604-01,D002,3,2025-06-04T09:32:00,2025-06-04T09:31:00,Delivered,0,None,6.65,43.694486,-79.321608
L00432,R20250604-01,D002,4,2025-06-04T09:38:00,2025-06-04T10:10:00,Delivered,1,Parking,3.21,43.631822,-79.172421
L00433,R20250604-01,D002,5,2025-06-04T09:44:00,2025-06-04T09:44:00,Delivered,0,None,1.68,43.728425,-79.436086
L00434,R20250604-01,D002,6,2025-06-04T09:50:00,2025-06-04T10:13:00,Delivered,1,Traffic,3.52,43.650378,-79.429336
L00435,R20250604-01,D002,7,2025-06-04T10:02:00,2025-06-04T10:07:00,Delivered,1,Weather,2.09,43.627385,-79.29517
L00436,R20250604-01,D002,8,2025-06-04T10:04:00,2025-06-04T10:28:00,Delivered,1,Parking,4.53,43.621022,-79.403969
L00437,R20250604-01,D002,9,2025-06-04T10:15:00,2025-06-04T10:22:00,Delivered,1,Weather,1.96,43.658635,-79.245109
L00438,R20250604-01,D002,10,2025-06-04T10:27:00,2025-06-04T10:40:00,Delivered,1,BulkOrder,2.36,43.634979,-79.416841
L00439,R20250604-01,D002,11,2025-06-04T10:27:00,2025-06-04T10:36:00,Delivered,1,Traffic,0.87,43.692193,-79.32297
L00440,R20250604-01,D002,12,2025-06-04T10:39:00,2025-06-04T10:42:00,Delivered,1,Weather,1.64,43.653659,-79.392501
L00441,R20250604-01,D002,13,2025-06-04T10:52:00,2025-06-04T11:20:00,Delivered,1,Parking,7.99,43.607439,-79.304746
L00442,R20250604-02,D006,1,2025-06-04T09:35:00,2025-06-04T09:41:00,Delivered,1,Weather,5.65,43.65697,-79.39663
L00443,R20250604-02,D006,2,2025-06-04T09:38:00,2025-06-04T10:01:00,Delivered,1,Traffic,2.3,43.600937,-79.428618
L00444,R20250604-02,D006,3,2025-06-04T09:50:00,2025-06-04T10:06:00,Delivered,1,Weather,6.08,43.721623,-79.363728
L00445,R20250604-02,D006,4,2025-06-04T09:54:00,2025-06-04T09:52:00,Delivered,0,None,3.73,43.63622,-79.454383
L00446,R20250604-02,D006,5,2025-06-04T10:11:00,2025-06-04T10:05:00,Delivered,0,None,9.01,43.598896,-79.483791
L00447,R20250604-02,D006,6,2025-06-04T10:16:00,2025-06-04T10:21:00,Delivered,1,Parking,4.53,43.561023,-79.437401
L00448,R20250604-02,D006,7,2025-06-04T10:24:00,2025-06-04T10:15:00,Delivered,0,None,0.3,43.58709,-79.426176
L00449,R20250604-02,D006,8,2025-06-04T10:35:00,2025-06-04T10:39:00,Delivered,1,Traffic,4.85,43.710241,-79.383353
L00450,R20250604-02,D006,9,2025-06-04T10:36:00,2025-06-04T10:39:00,Delivered,1,BulkOrder,2.79,43.636578,-79.448605
L00451,R20250604-02,D006,10,2025-06-04T10:48:00,2025-06-04T10:49:00,Delivered,1,Parking,2.31,43.620088,-79.480032
L00452,R20250604-02,D006,11,2025-06-04T10:59:00,2025-06-04T11:06:00,Delivered,1,Weather,4.96,43.625178,-79.49572
L00453,R20250604-02,D006,12,2025-06-04T11:07:00,2025-06-04T11:06:00,Delivered,0,None,3.57,43.710329,-79.381597
L00454,R20250604-02,D006,13,2025-06-04T11:09:00,2025-06-04T11:14:00,Delivered,1,Traffic,3.5,43.541448,-79.354611
L00455,R20250604-02,D006,14,2025-06-04T11:20:00,2025-06-04T11:58:00,Delivered,1,Parking,1.66,43.698808,-79.44096
L00456,R20250604-02,D006,15,2025-06-04T11:31:00,2025-06-04T11:26:00,Delivered,0,None,2.28,43.698128,-79.319142
L00457,R20250604-02,D006,16,2025-06-04T11:38:00,2025-06-04T11:47:00,Delivered,1,Traffic,5.07,43.712109,-79.298689
L00458,R20250604-02,D006,17,2025-06-04T11:39:00,2025-06-04T11:47:00,Delivered,1,Traffic,6.06,43.633137,-79.443258
L00459,R20250604-03,D003,1,2025-06-04T09:18:00,2025-06-04T09:20:00,Delivered,1,Weather,3.91,43.733202,-79.349403
L00460,R20250604-03,D003,2,2025-06-04T09:35:00,2025-06-04T10:09:00,Delivered,1,Parking,2.97,43.527395,-79.553454
L00461,R20250604-03,D003,3,2025-06-04T09:37:00,2025-06-04T09:33:00,Delivered,0,None,3.83,43.750747,-79.484727
L00462,R20250604-03,D003,4,2025-06-04T09:45:00,2025-06-04T09:56:00,Delivered,1,BulkOrder,3.55,43.573203,-79.270408
L00463,R20250604-03,D003,5,2025-06-04T09:51:00,2025-06-04T10:30:00,Delivered,1,Weather,3.4,43.651663,-79.429922
L00464,R20250604-03,D003,6,2025-06-04T10:00:00,2025-06-04T10:12:00,Delivered,1,Weather,1.08,43.613987,-79.393204
L00465,R20250604-03,D003,7,2025-06-04T10:13:00,2025-06-04T10:28:00,Delivered,1,Weather,3.15,43.666164,-79.488909
L00466,R20250604-03,D003,8,2025-06-04T10:15:00,2025-06-04T10:15:00,Delivered,0,None,3.9,43.722386,-79.331942
L00467,R20250604-03,D003,9,2025-06-04T10:23:00,2025-06-04T10:34:00,Delivered,1,BulkOrder,2.63,43.614877,-79.480004
L00468,R20250604-03,D003,10,2025-06-04T10:31:00,2025-06-04T11:02:00,Delivered,1,Parking,4.74,43.751506,-79.507027
L00469,R20250604-04,D004,1,2025-06-04T09:48:00,2025-06-04T09:44:00,Delivered,0,None,3.01,43.690182,-79.194418
L00470,R20250604-04,D004,2,2025-06-04T09:51:00,2025-06-04T10:06:00,Delivered,1,Parking,2.48,43.621652,-79.298625
L00471,R20250604-04,D004,3,2025-06-04T10:00:00,2025-06-04T10:09:00,Delivered,1,BulkOrder,0.3,43.59193,-79.263101
L00472,R20250604-04,D004,4,2025-06-04T10:14:00,2025-06-04T10:12:00,Delivered,0,None,3.52,43.689987,-79.491861
L00473,R20250604-04,D004,5,2025-06-04T10:13:00,2025-06-04T10:16:00,Delivered,1,Traffic,1.29,43.671056,-79.295873
L00474,R20250604-04,D004,6,2025-06-04T10:28:00,2025-06-04T10:32:00,Delivered,1,Weather,2.0,43.6496,-79.282424
L00475,R20250604-04,D004,7,2025-06-04T10:34:00,2025-06-04T10:46:00,Delivered,1,BulkOrder,2.83,43.677465,-79.341372
L00476,R20250604-04,D004,8,2025-06-04T10:39:00,2025-06-04T10:46:00,Delivered,1,Weather,1.82,43.608023,-79.389262
L00477,R20250604-04,D004,9,2025-06-04T10:51:00,2025-06-04T11:12:00,Delivered,1,Traffic,2.29,43.637411,-79.288924
L00478,R20250604-04,D004,10,2025-06-04T11:02:00,2025-06-04T11:20:00,Delivered,1,BulkOrder,2.98,43.653407,-79.362681
L00479,R20250604-05,D004,1,2025-06-04T09:33:00,2025-06-04T09:30:00,Delivered,0,None,0.67,43.691735,-79.28179
L00480,R20250604-05,D004,2,2025-06-04T09:40:00,2025-06-04T09:42:00,Delivered,1,Traffic,1.23,43.705601,-79.420513
L00481,R20250604-05,D004,3,2025-06-04T09:44:00,2025-06-04T09:47:00,Delivered,1,BulkOrder,4.83,43.595113,-79.455629
L00482,R20250604-05,D004,4,2025-06-04T09:57:00,2025-06-04T09:59:00,Delivered,1,Parking,2.3,43.700069,-79.445931
L00483,R20250604-05,D004,5,2025-06-04T10:00:00,2025-06-04T09:56:00,Failed,0,AccessBlocked,7.12,43.682766,-79.464481
L00484,R20250604-05,D004,6,2025-06-04T10:10:00,2025-06-04T10:09:00,Delivered,0,None,3.37,43.655433,-79.322532
L00485,R20250604-05,D004,7,2025-06-04T10:20:00,2025-06-04T10:22:00,Delivered,1,Weather,3.92,43.713974,-79.253921
L00486,R20250604-05,D004,8,2025-06-04T10:20:00,2025-06-04T10:23:00,Delivered,1,Weather,3.22,43.611993,-79.483099
L00487,R20250604-05,D004,9,2025-06-04T10:29:00,2025-06-04T10:58:00,Delivered,1,Weather,4.48,43.665332,-79.338671
L00488,R20250604-05,D004,10,2025-06-04T10:40:00,2025-06-04T11:09:00,Delivered,1,Parking,4.7,43.619716,-79.379053
L00489,R20250604-05,D004,11,2025-06-04T10:50:00,2025-06-04T10:49:00,Delivered,0,None,5.78,43.706484,-79.340205
L00490,R20250604-06,D004,1,2025-06-04T09:35:00,2025-06-04T09:55:00,Delivered,1,BulkOrder,2.78,43.671816,-79.316351
L00491,R20250604-06,D004,2,2025-06-04T09:39:00,2025-06-04T09:40:00,Delivered,1,Parking,3.99,43.60775,-79.34972
L00492,R20250604-06,D004,3,2025-06-04T09:47:00,2025-06-04T10:01:00,Delivered,1,Traffic,3.03,43.580351,-79.439058
L00493,R20250604-06,D004,4,2025-06-04T09:53:00,2025-06-04T10:04:00,Delivered,1,BulkOrder,4.72,43.620957,-79.355965
L00494,R20250604-06,D004,5,2025-06-04T10:10:00,2025-06-04T10:24:00,Delivered,1,Traffic,5.42,43.687631,-79.305067
L00495,R20250604-06,D004,6,2025-06-04T10:09:00,2025-06-04T10:11:00,Failed,0,AddressIssue,5.05,43.662056,-79.333031
L00496,R20250604-06,D004,7,2025-06-04T10:23:00,2025-06-04T10:20:00,Delivered,0,None,2.22,43.681446,-79.327993
L00497,R20250604-06,D004,8,2025-06-04T10:24:00,2025-06-04T10:21:00,Delivered,0,None,2.86,43.585097,-79.496964
L00498,R20250604-06,D004,9,2025-06-04T10:37:00,2025-06-04T10:39:00,Delivered,1,Weather,5.41,43.588111,-79.399716
L00499,R20250604-06,D004,10,2025-06-04T10:41:00,2025-06-04T11:04:00,Delivered,1,Parking,5.59,43.63789,-79.29484
L00500,R20250604-06,D004,11,2025-06-04T10:58:00,2025-06-04T10:58:00,Delivered,0,None,4.08,43.704244,-79.427068
L00501,R20250604-06,D004,12,2025-06-04T11:05:00,2025-06-04T11:21:00,Delivered,1,Traffic,5.33,43.676516,-79.488554
L00502,R20250604-06,D004,13,2025-06-04T11:04:00,2025-06-04T11:23:00,Delivered,1,Weather,6.07,43.657469,-79.51612
L00503,R20250604-06,D004,14,2025-06-04T11:21:00,2025-06-04T11:34:00,Delivered,1,Weather,3.39,43.683979,-79.499421
L00504,R20250604-06,D004,15,2025-06-04T11:23:00,2025-06-04T11:33:00,Delivered,1,Parking,5.07,43.628963,-79.339536
L00505,R20250604-06,D004,16,2025-06-04T11:36:00,2025-06-04T11:57:00,Delivered,1,Traffic,5.5,43.610565,-79.362437
L00506,R20250604-06,D004,17,2025-06-04T11:44:00,2025-06-04T11:47:00,Delivered,1,Weather,1.98,43.585707,-79.313412
L00507,R20250604-06,D004,18,2025-06-04T11:54:00,2025-06-04T12:07:00,Delivered,1,Parking,5.24,43.634681,-79.35584
L00508,R20250604-07,D005,1,2025-06-04T09:18:00,2025-06-04T09:20:00,Delivered,1,Parking,1.53,43.669726,-79.254247
L00509,R20250604-07,D005,2,2025-06-04T09:31:00,2025-06-04T09:36:00,Delivered,1,Traffic,3.43,43.637548,-79.44868
L00510,R20250604-07,D005,3,2025-06-04T09:31:00,2025-06-04T09:46:00,Delivered,1,BulkOrder,0.3,43.596601,-79.306313
L00511,R20250604-07,D005,4,2025-06-04T09:38:00,2025-06-04T09:28:00,Delivered,0,None,6.64,43.69163,-79.427774
L00512,R20250604-07,D005,5,2025-06-04T09:49:00,2025-06-04T09:58:00,Delivered,1,Weather,1.05,43.706863,-79.415691
L00513,R20250604-07,D005,6,2025-06-04T10:00:00,2025-06-04T10:25:00,Delivered,1,Weather,4.5,43.62405,-79.33357
L00514,R20250604-07,D005,7,2025-06-04T10:06:00,2025-06-04T10:15:00,Delivered,1,Parking,3.77,43.680713,-79.218256
L00515,R20250604-07,D005,8,2025-06-04T10:13:00,2025-06-04T10:20:00,Delivered,1,Weather,4.37,43.688401,-79.463917
L00516,R20250604-07,D005,9,2025-06-04T10:28:00,2025-06-04T10:28:00,Delivered,0,None,3.19,43.660111,-79.296204
L00517,R20250604-07,D005,10,2025-06-04T10:36:00,2025-06-04T10:58:00,Delivered,1,Traffic,5.54,43.691895,-79.511701
L00518,R20250604-08,D003,1,2025-06-04T09:31:00,2025-06-04T09:47:00,Delivered,1,BulkOrder,4.55,43.656407,-79.437108
L00519,R20250604-08,D003,2,2025-06-04T09:36:00,2025-06-04T09:48:00,Delivered,1,Parking,2.78,43.65601,-79.40571
L00520,R20250604-08,D003,3,2025-06-04T09:41:00,2025-06-04T09:51:00,Delivered,1,Weather,0.57,43.635792,-79.322071
L00521,R20250604-08,D003,4,2025-06-04T09:48:00,2025-06-04T09:54:00,Delivered,1,Weather,3.96,43.66208,-79.340056
L00522,R20250604-08,D003,5,2025-06-04T10:03:00,2025-06-04T10:00:00,Delivered,0,None,4.99,43.612914,-79.410813
L00523,R20250604-08,D003,6,2025-06-04T10:13:00,2025-06-04T10:09:00,Delivered,0,None,2.56,43.602221,-79.369951
L00524,R20250604-08,D003,7,2025-06-04T10:14:00,2025-06-04T10:30:00,Delivered,1,Parking,1.83,43.677484,-79.485748
L00525,R20250604-08,D003,8,2025-06-04T10:21:00,2025-06-04T10:21:00,Delivered,0,None,3.72,43.640442,-79.506102
L00526,R20250604-08,D003,9,2025-06-04T10:28:00,2025-06-04T10:52:00,Delivered,1,Traffic,4.63,43.639239,-79.460401
L00527,R20250604-08,D003,10,2025-06-04T10:36:00,2025-06-04T10:36:00,Delivered,0,None,6.88,43.619755,-79.389078
L00528,R20250604-08,D003,11,2025-06-04T10:44:00,2025-06-04T11:13:00,Delivered,1,BulkOrder,0.71,43.627658,-79.469096
L00529,R20250604-08,D003,12,2025-06-04T11:00:00,2025-06-04T10:58:00,Delivered,0,None,4.55,43.683255,-79.45551
L00530,R20250604-08,D003,13,2025-06-04T11:07:00,2025-06-04T11:03:00,Delivered,0,None,4.22,43.694447,-79.440244
L00531,R20250604-08,D003,14,2025-06-04T11:11:00,2025-06-04T11:29:00,Delivered,1,Parking,6.51,43.677872,-79.386427
L00532,R20250604-08,D003,15,2025-06-04T11:23:00,2025-06-04T11:22:00,Delivered,0,None,2.86,43.597908,-79.377957
L00533,R20250604-08,D003,16,2025-06-04T11:30:00,2025-06-04T11:37:00,Delivered,1,BulkOrder,5.71,43.6536,-79.392427
L00534,R20250604-09,D005,1,2025-06-04T09:12:00,2025-06-04T09:35:00,Delivered,1,BulkOrder,4.45,43.747057,-79.319799
L00535,R20250604-09,D005,2,2025-06-04T09:15:00,2025-06-04T09:25:00,Delivered,1,BulkOrder,1.2,43.67951,-79.43531
L00536,R20250604-09,D005,3,2025-06-04T09:30:00,2025-06-04T09:42:00,Delivered,1,Parking,7.07,43.655526,-79.378082
L00537,R20250604-09,D005,4,2025-06-04T09:40:00,2025-06-04T09:53:00,Delivered,1,Weather,5.26,43.626285,-79.38622
L00538,R20250604-09,D005,5,2025-06-04T09:47:00,2025-06-04T09:40:00,Delivered,0,None,4.8,43.72629,-79.450888
L00539,R20250604-09,D005,6,2025-06-04T09:47:00,2025-06-04T09:50:00,Delivered,1,Weather,4.89,43.658291,-79.496211
L00540,R20250604-09,D005,7,2025-06-04T09:55:00,2025-06-04T09:49:00,Delivered,0,None,7.22,43.721323,-79.534879
L00541,R20250604-09,D005,8,2025-06-04T10:07:00,2025-06-04T10:14:00,Delivered,1,Traffic,5.47,43.680722,-79.487928
L00542,R20250604-09,D005,9,2025-06-04T10:15:00,2025-06-04T10:30:00,Delivered,1,Parking,5.55,43.65412,-79.423115
L00543,R20250604-09,D005,10,2025-06-04T10:27:00,2025-06-04T10:34:00,Delivered,1,BulkOrder,5.45,43.689845,-79.361958
L00544,R20250604-09,D005,11,2025-06-04T10:35:00,2025-06-04T10:37:00,Delivered,1,Traffic,1.78,43.639099,-79.363884
L00545,R20250604-09,D005,12,2025-06-04T10:35:00,2025-06-04T10:36:00,Delivered,1,Traffic,3.08,43.682935,-79.402682
L00546,R20250604-09,D005,13,2025-06-04T10:42:00,2025-06-04T10:56:00,Delivered,1,BulkOrder,3.79,43.735606,-79.397698
L00547,R20250604-09,D005,14,2025-06-04T10:54:00,2025-06-04T10:59:00,Delivered,1,Traffic,0.99,43.621919,-79.297142
L00548,R20250604-09,D005,15,2025-06-04T11:06:00,2025-06-04T11:10:00,Delivered,1,Weather,3.39,43.653829,-79.330655
L00549,R20250604-09,D005,16,2025-06-04T11:10:00,2025-06-04T11:12:00,Delivered,1,Traffic,1.84,43.73161,-79.352422
L00550,R20250604-10,D001,1,2025-06-04T09:31:00,2025-06-04T09:32:00,Delivered,1,Parking,5.85,43.670797,-79.3455
L00551,R20250604-10,D001,2,2025-06-04T09:36:00,2025-06-04T09:43:00,Delivered,1,Parking,2.03,43.662052,-79.35504
L00552,R20250604-10,D001,3,2025-06-04T09:45:00,2025-06-04T09:46:00,Delivered,1,Parking,2.33,43.733474,-79.299284
L00553,R20250604-10,D001,4,2025-06-04T09:54:00,2025-06-04T10:14:00,Delivered,1,Weather,5.36,43.567995,-79.309052
L00554,R20250604-10,D001,5,2025-06-04T09:57:00,2025-06-04T10:12:00,Delivered,1,Weather,4.55,43.611883,-79.325782
L00555,R20250604-10,D001,6,2025-06-04T10:12:00,2025-06-04T10:32:00,Delivered,1,Weather,6.52,43.689067,-79.478427
L00556,R20250604-10,D001,7,2025-06-04T10:15:00,2025-06-04T10:29:00,Delivered,1,Traffic,4.91,43.671363,-79.388993
L00557,R20250604-10,D001,8,2025-06-04T10:26:00,2025-06-04T10:17:00,Delivered,0,None,3.83,43.681079,-79.490203
L00558,R20250604-10,D001,9,2025-06-04T10:31:00,2025-06-04T10:50:00,Delivered,1,BulkOrder,4.06,43.754817,-79.465092
L00559,R20250604-10,D001,10,2025-06-04T10:41:00,2025-06-04T10:44:00,Delivered,1,Weather,3.41,43.720566,-79.239121
L00560,R20250604-10,D001,11,2025-06-04T10:48:00,2025-06-04T10:48:00,Delivered,0,None,2.73,43.624643,-79.525195
L00561,R20250604-10,D001,12,2025-06-04T10:53:00,2025-06-04T11:00:00,Delivered,1,Weather,6.12,43.656707,-79.318712
L00562,R20250605-01,D003,1,2025-06-05T09:35:00,2025-06-05T09:41:00,Delivered,1,BulkOrder,2.12,43.624228,-79.420276
L00563,R20250605-01,D003,2,2025-06-05T09:41:00,2025-06-05T09:37:00,Delivered,0,None,2.24,43.67061,-79.404443
L00564,R20250605-01,D003,3,2025-06-05T09:51:00,2025-06-05T09:54:00,Delivered,1,Weather,5.39,43.650006,-79.221431
L00565,R20250605-01,D003,4,2025-06-05T09:59:00,2025-06-05T10:21:00,Delivered,1,Weather,4.81,43.71273,-79.435424
L00566,R20250605-01,D003,5,2025-06-05T10:09:00,2025-06-05T10:25:00,Delivered,1,Parking,3.03,43.720019,-79.364213
L00567,R20250605-01,D003,6,2025-06-05T10:18:00,2025-06-05T10:11:00,Delivered,0,None,3.34,43.620829,-79.405119
L00568,R20250605-01,D003,7,2025-06-05T10:21:00,2025-06-05T10:46:00,Delivered,1,Parking,3.59,43.724677,-79.362664
L00569,R20250605-01,D003,8,2025-06-05T10:35:00,2025-06-05T10:57:00,Delivered,1,Traffic,4.13,43.641557,-79.229965
L00570,R20250605-01,D003,9,2025-06-05T10:34:00,2025-06-05T11:01:00,Delivered,1,BulkOrder,2.73,43.668937,-79.396707
L00571,R20250605-01,D003,10,2025-06-05T10:44:00,2025-06-05T10:37:00,Delivered,0,None,0.38,43.660044,-79.344169
L00572,R20250605-01,D003,11,2025-06-05T10:57:00,2025-06-05T11:02:00,Failed,0,CustomerNotHome,1.05,43.751876,-79.466977
L00573,R20250605-01,D003,12,2025-06-05T11:05:00,2025-06-05T11:03:00,Delivered,0,None,2.36,43.681277,-79.372258
L00574,R20250605-02,D004,1,2025-06-05T09:29:00,2025-06-05T09:47:00,Delivered,1,BulkOrder,8.23,43.720709,-79.325732
L00575,R20250605-02,D004,2,2025-06-05T09:35:00,2025-06-05T09:51:00,Delivered,1,Weather,2.08,43.618237,-79.396452
L00576,R20250605-02,D004,3,2025-06-05T09:44:00,2025-06-05T09:40:00,Delivered,0,None,1.9,43.616149,-79.445695
L00577,R20250605-02,D004,4,2025-06-05T09:53:00,2025-06-05T09:58:00,Delivered,1,Traffic,4.57,43.646098,-79.40546
L00578,R20250605-02,D004,5,2025-06-05T09:56:00,2025-06-05T10:02:00,Delivered,1,Traffic,2.09,43.610166,-79.321668
L00579,R20250605-02,D004,6,2025-06-05T09:59:00,2025-06-05T10:03:00,Delivered,1,Traffic,3.58,43.688021,-79.308391
L00580,R20250605-02,D004,7,2025-06-05T10:17:00,2025-06-05T10:33:00,Delivered,1,Traffic,4.64,43.667304,-79.363439
L00581,R20250605-02,D004,8,2025-06-05T10:15:00,2025-06-05T10:13:00,Delivered,0,None,2.83,43.65675,-79.418896
L00582,R20250605-02,D004,9,2025-06-05T10:30:00,2025-06-05T10:40:00,Delivered,1,Parking,2.65,43.573825,-79.443809
L00583,R20250605-02,D004,10,2025-06-05T10:37:00,2025-06-05T10:57:00,Delivered,1,BulkOrder,0.5,43.6982,-79.441354
L00584,R20250605-02,D004,11,2025-06-05T10:43:00,2025-06-05T10:52:00,Delivered,1,Traffic,3.18,43.691089,-79.401394
L00585,R20250605-02,D004,12,2025-06-05T10:52:00,2025-06-05T11:07:00,Delivered,1,Parking,0.3,43.630994,-79.322449
L00586,R20250605-02,D004,13,2025-06-05T11:02:00,2025-06-05T11:05:00,Delivered,1,Weather,5.61,43.699435,-79.347509
L00587,R20250605-02,D004,14,2025-06-05T11:04:00,2025-06-05T11:15:00,Delivered,1,Traffic,4.26,43.680504,-79.295962
L00588,R20250605-02,D004,15,2025-06-05T11:16:00,2025-06-05T11:23:00,Delivered,1,Weather,3.37,43.558912,-79.353191
L00589,R20250605-02,D004,16,2025-06-05T11:20:00,2025-06-05T11:22:00,Delivered,1,BulkOrder,1.31,43.63673,-79.37979
L00590,R20250605-02,D004,17,2025-06-05T11:28:00,2025-06-05T11:40:00,Delivered,1,Traffic,6.29,43.634461,-79.325424
L00591,R20250605-02,D004,18,2025-06-05T11:44:00,2025-06-05T11:54:00,Failed,0,CustomerNotHome,5.01,43.650705,-79.408728
L00592,R20250605-03,D005,1,2025-06-05T09:36:00,2025-06-05T09:49:00,Delivered,1,BulkOrder,2.0,43.661155,-79.391109
L00593,R20250605-03,D005,2,2025-06-05T09:45:00,2025-06-05T09:54:00,Delivered,1,Traffic,2.55,43.640925,-79.291301
L00594,R20250605-03,D005,3,2025-06-05T09:48:00,2025-06-05T09:49:00,Delivered,1,Parking,2.96,43.70114,-79.284642
L00595,R20250605-03,D005,4,2025-06-05T10:04:00,2025-06-05T10:15:00,Delivered,1,Weather,3.04,43.695912,-79.364719
L00596,R20250605-03,D005,5,2025-06-05T10:11:00,2025-06-05T10:12:00,Delivered,1,Traffic,3.18,43.614461,-79.268712
L00597,R20250605-03,D005,6,2025-06-05T10:14:00,2025-06-05T10:42:00,Delivered,1,BulkOrder,2.93,43.644721,-79.493819
L00598,R20250605-03,D005,7,2025-06-05T10:21:00,2025-06-05T10:34:00,Delivered,1,Traffic,0.3,43.648501,-79.16404
L00599,R20250605-03,D005,8,2025-06-05T10:29:00,2025-06-05T10:41:00,Delivered,1,Traffic,2.16,43.58551,-79.41107
L00600,R20250605-03,D005,9,2025-06-05T10:37:00,2025-06-05T10:28:00,Delivered,0,None,3.52,43.632791,-79.351615
L00601,R20250605-03,D005,10,2025-06-05T10:46:00,2025-06-05T10:52:00,Delivered,1,Traffic,0.41,43.598572,-79.34981
L00602,R20250605-03,D005,11,2025-06-05T10:51:00,2025-06-05T11:02:00,Delivered,1,Weather,3.53,43.60188,-79.422411
L00603,R20250605-03,D005,12,2025-06-05T11:09:00,2025-06-05T11:09:00,Delivered,0,None,2.77,43.597041,-79.357636
L00604,R20250605-03,D005,13,2025-06-05T11:13:00,2025-06-05T11:16:00,Delivered,1,Parking,4.08,43.714989,-79.443652
L00605,R20250605-03,D005,14,2025-06-05T11:17:00,2025-06-05T11:44:00,Delivered,1,Weather,3.03,43.616907,-79.48044
L00606,R20250605-03,D005,15,2025-06-05T11:25:00,2025-06-05T11:13:00,Delivered,0,None,4.63,43.573275,-79.49265
L00607,R20250605-03,D005,16,2025-06-05T11:36:00,2025-06-05T11:35:00,Delivered,0,None,4.66,43.686326,-79.504985
L00608,R20250605-03,D005,17,2025-06-05T11:41:00,2025-06-05T11:34:00,Delivered,0,None,0.63,43.600808,-79.466448
L00609,R20250605-04,D001,1,2025-06-05T09:51:00,2025-06-05T10:07:00,Delivered,1,Parking,0.3,43.640995,-79.408509
